Transaction ID,Date,Product ID,Product Category,Quantity,Unit Price,Payment Method,Store Location,Customer Type,Total Price
TXN104047,2023-08-19,P2572,Electronics,4,151.31,Debit Card,Kano,Walk-in,605.24
TXN104048,2023-11-29,P3742,Toys,4,111.87,Bank Transfer,Abuja,Walk-in,447.48
TXN104049,2024-02-26,P9814,Toys,4,79.46,Debit Card,Port Harcourt,Walk-in,317.84
TXN104050,2025-01-24,P9736,Clothing,3,162.93,Bank Transfer,Ibadan,Online,488.79
TXN104051,2023-09-16,P1120,Books,2,118.97,Mobile Payment,Port Harcourt,Online,237.94
TXN104052,2024-06-18,P2072,Groceries,1,81.16,Debit Card,Enugu,Walk-in,81.16
TXN104053,2024-02-02,P4453,Books,5,26.37,Credit Card,Lagos,Online,131.85
TXN104054,2024-03-30,P4492,Stationery,5,179.61,Cash,Ibadan,Online,898.05
TXN104055,2024-07-11,P7950,Books,2,11.92,Credit Card,Enugu,Online,23.84
TXN104056,2024-06-10,P2702,Electronics,4,173.32,Debit Card,Enugu,Walk-in,693.28
TXN104057,2024-04-03,P4368,Stationery,1,75.19,Credit Card,Kano,Online,75.19
TXN104058,2025-05-31,P9810,Toys,5,129.67,Cash,Ibadan,Walk-in,648.35
TXN104059,2023-10-14,P8130,Books,5,184.83,Mobile Payment,Lagos,Walk-in,924.15
TXN104060,2023-10-14,P2181,Stationery,4,34.58,Debit Card,Enugu,Walk-in,138.32
TXN104061,2023-10-08,P3519,Toys,2,115.56,Debit Card,Ibadan,Walk-in,231.12
TXN104062,2023-07-30,P1389,Stationery,1,154.06,Debit Card,Enugu,Online,154.06
TXN104063,2025-05-23,P8523,Toys,2,152.73,Bank Transfer,Port Harcourt,Walk-in,305.46
TXN104064,2024-05-12,P6434,Toys,2,107.5,Credit Card,Lagos,Online,215.0
TXN104065,2024-11-03,P1620,Toys,1,126.82,Bank Transfer,Kano,Online,126.82
TXN104066,2024-02-19,P2433,Clothing,1,152.72,Bank Transfer,Port Harcourt,Online,152.72
TXN104067,2023-12-25,P2200,Books,5,169.0,Mobile Payment,Ibadan,Online,845.0
TXN104068,2024-01-20,P1889,Electronics,5,153.55,Debit Card,Port Harcourt,Online,767.75
TXN104069,2025-01-18,P3916,Clothing,1,74.03,Bank Transfer,Abuja,Walk-in,74.03
TXN104070,2023-11-17,P5127,Groceries,3,199.36,Mobile Payment,Ibadan,Online,598.08
TXN104071,2024-02-05,P2154,Toys,5,89.73,Debit Card,Enugu,Walk-in,448.65
TXN104072,2025-06-05,P4729,Toys,3,9.77,Cash,Lagos,Online,29.31
TXN104073,2024-09-28,P5237,Electronics,1,75.71,Cash,Port Harcourt,Walk-in,75.71
TXN104074,2024-10-29,P7678,Clothing,5,29.92,Debit Card,Abuja,Online,149.6
TXN104075,2025-05-13,P7357,Stationery,2,28.68,Bank Transfer,Ibadan,Online,57.36
TXN104076,2025-03-11,P8391,Groceries,1,59.9,Mobile Payment,Kano,Online,59.9
TXN104077,2023-10-28,P7626,Electronics,4,15.41,Credit Card,Port Harcourt,Online,61.64
TXN104078,2023-12-27,P8094,Clothing,3,139.26,Mobile Payment,Enugu,Online,417.78
TXN104079,2024-01-27,P6183,Books,1,19.43,Mobile Payment,Ibadan,Online,19.43
TXN104080,2024-07-26,P1276,Books,1,44.64,Debit Card,Kano,Walk-in,44.64
TXN104081,2024-04-09,P7381,Books,5,23.12,Cash,Abuja,Online,115.6
TXN104082,2024-10-26,P2938,Electronics,5,17.32,Cash,Kano,Walk-in,86.6
TXN104083,2023-10-02,P9762,Stationery,5,57.21,Bank Transfer,Enugu,Walk-in,286.05
TXN104084,2025-01-10,P1096,Books,4,116.52,Bank Transfer,Abuja,Online,466.08
TXN104085,2025-03-05,P2036,Clothing,5,193.11,Mobile Payment,Enugu,Online,965.55
TXN104086,2025-05-22,P1745,Toys,1,175.73,Mobile Payment,Port Harcourt,Online,175.73
TXN104087,2024-11-06,P2189,Stationery,5,175.81,Debit Card,Lagos,Walk-in,879.05
TXN104088,2023-12-18,P6860,Books,2,39.33,Debit Card,Kano,Online,78.66
TXN104089,2024-06-19,P9238,Stationery,5,56.66,Credit Card,Ibadan,Walk-in,283.3
TXN104090,2025-01-14,P2738,Home Decor,4,19.9,Debit Card,Ibadan,Walk-in,79.6
TXN104091,2024-04-03,P5748,Home Decor,2,156.8,Bank Transfer,Lagos,Walk-in,313.6
TXN104092,2025-05-25,P5937,Stationery,1,18.61,Mobile Payment,Port Harcourt,Online,18.61
TXN104093,2025-05-14,P2417,Books,1,113.56,Debit Card,Lagos,Walk-in,113.56
TXN104094,2023-08-24,P5612,Books,3,53.34,Debit Card,Abuja,Walk-in,160.02
TXN104095,2024-09-03,P8170,Home Decor,2,52.47,Cash,Lagos,Online,104.94
TXN104096,2023-10-20,P7249,Toys,3,198.19,Debit Card,Kano,Walk-in,594.57
TXN104097,2023-12-23,P7473,Groceries,2,152.57,Mobile Payment,Enugu,Walk-in,305.14
TXN104098,2023-08-23,P1504,Toys,2,168.2,Debit Card,Kano,Walk-in,336.4
TXN104099,2023-08-21,P8765,Electronics,4,116.54,Cash,Kano,Walk-in,466.16
TXN104100,2025-03-02,P3561,Groceries,3,174.85,Bank Transfer,Abuja,Online,524.55
TXN104101,2024-10-21,P9740,Home Decor,4,130.87,Mobile Payment,Lagos,Online,523.48
TXN104102,2023-12-05,P4602,Books,2,189.5,Mobile Payment,Abuja,Online,379.0
TXN104103,2024-01-03,P3234,Home Decor,1,59.86,Bank Transfer,Enugu,Online,59.86
TXN104104,2025-03-06,P7406,Toys,2,121.09,Bank Transfer,Lagos,Walk-in,242.18
TXN104105,2024-04-11,P9941,Electronics,4,139.58,Mobile Payment,Port Harcourt,Online,558.32
TXN104106,2024-08-26,P5832,Stationery,3,81.62,Credit Card,Kano,Walk-in,244.86
TXN104107,2025-04-23,P3360,Home Decor,3,176.54,Cash,Enugu,Online,529.62
TXN104108,2024-07-22,P5883,Home Decor,4,196.06,Cash,Abuja,Walk-in,784.24
TXN104109,2023-11-25,P7113,Books,3,101.29,Bank Transfer,Enugu,Walk-in,303.87
TXN104110,2023-11-29,P1182,Books,5,81.17,Credit Card,Kano,Walk-in,405.85
TXN104111,2024-08-30,P3316,Toys,1,97.03,Debit Card,Lagos,Walk-in,97.03
TXN104112,2024-06-21,P3019,Clothing,1,171.28,Bank Transfer,Abuja,Walk-in,171.28
TXN104113,2024-11-05,P1684,Electronics,1,130.87,Credit Card,Kano,Walk-in,130.87
TXN104114,2024-04-13,P1082,Home Decor,3,13.73,Cash,Enugu,Walk-in,41.19
TXN104115,2024-06-02,P7456,Home Decor,3,110.72,Cash,Port Harcourt,Online,332.16
TXN104116,2025-02-11,P9800,Electronics,2,8.37,Mobile Payment,Abuja,Online,16.74
TXN104117,2025-05-06,P9970,Groceries,2,156.81,Credit Card,Kano,Walk-in,313.62
TXN104118,2025-03-13,P2394,Groceries,1,69.02,Cash,Enugu,Walk-in,69.02
TXN104119,2024-07-16,P5992,Home Decor,5,97.04,Cash,Enugu,Online,485.2
TXN104120,2024-04-15,P4441,Clothing,2,160.74,Debit Card,Abuja,Online,321.48
TXN104121,2025-04-07,P6633,Electronics,2,14.06,Bank Transfer,Lagos,Walk-in,28.12
TXN104122,2024-10-06,P4469,Home Decor,3,35.92,Mobile Payment,Port Harcourt,Walk-in,107.76
TXN104123,2024-05-08,P7760,Home Decor,5,82.6,Credit Card,Ibadan,Walk-in,413.0
TXN104124,2024-05-05,P9397,Books,1,49.84,Credit Card,Enugu,Walk-in,49.84
TXN104125,2024-04-24,P3333,Clothing,2,70.89,Debit Card,Abuja,Walk-in,141.78
TXN104126,2024-12-21,P3637,Groceries,5,199.64,Credit Card,Port Harcourt,Walk-in,998.2
TXN104127,2024-07-28,P4014,Groceries,5,165.96,Credit Card,Lagos,Walk-in,829.8
TXN104128,2024-01-27,P4617,Stationery,1,177.36,Bank Transfer,Abuja,Online,177.36
TXN104129,2023-10-29,P5140,Groceries,5,187.73,Debit Card,Kano,Online,938.65
TXN104130,2024-02-11,P4183,Stationery,5,71.48,Bank Transfer,Lagos,Walk-in,357.4
TXN104131,2024-08-04,P2877,Clothing,5,62.93,Credit Card,Kano,Walk-in,314.65
TXN104132,2024-11-12,P3971,Home Decor,2,50.64,Debit Card,Abuja,Online,101.28
TXN104133,2024-10-09,P1891,Groceries,1,166.87,Bank Transfer,Lagos,Walk-in,166.87
TXN104134,2024-07-29,P9992,Groceries,5,137.51,Credit Card,Kano,Walk-in,687.55
TXN104135,2023-10-25,P8557,Toys,5,51.05,Mobile Payment,Ibadan,Online,255.25
TXN104136,2024-11-04,P2198,Toys,2,78.51,Mobile Payment,Abuja,Online,157.02
TXN104137,2023-07-02,P5762,Books,1,103.81,Mobile Payment,Enugu,Walk-in,103.81
TXN104138,2024-11-17,P2103,Toys,3,107.99,Bank Transfer,Lagos,Walk-in,323.97
TXN104139,2025-04-08,P5107,Books,2,178.3,Cash,Enugu,Walk-in,356.6
TXN104140,2023-11-07,P2608,Books,1,79.21,Bank Transfer,Port Harcourt,Online,79.21
TXN104141,2024-07-31,P4234,Clothing,5,182.16,Bank Transfer,Enugu,Online,910.8
TXN104142,2024-12-04,P8982,Books,1,91.07,Debit Card,Abuja,Walk-in,91.07
TXN104143,2023-09-11,P6420,Books,1,150.54,Mobile Payment,Lagos,Online,150.54
TXN104144,2023-08-01,P6851,Electronics,1,186.4,Cash,Kano,Online,186.4
TXN104145,2023-10-22,P3100,Books,3,181.98,Cash,Enugu,Online,545.94
TXN104146,2024-11-15,P4842,Home Decor,1,16.11,Bank Transfer,Port Harcourt,Online,16.11
TXN104147,2024-01-30,P2639,Stationery,3,45.11,Cash,Ibadan,Online,135.33
TXN104148,2023-07-28,P5671,Electronics,5,98.0,Debit Card,Enugu,Online,490.0
TXN104149,2023-12-22,P2143,Electronics,3,89.15,Cash,Abuja,Walk-in,267.45
TXN104150,2025-05-17,P4170,Toys,5,129.97,Credit Card,Kano,Online,649.85
TXN104151,2024-05-31,P6206,Stationery,5,189.22,Credit Card,Enugu,Walk-in,946.1
TXN104152,2025-03-27,P8960,Clothing,3,26.92,Debit Card,Lagos,Walk-in,80.76
TXN104153,2023-10-03,P8383,Groceries,2,93.11,Bank Transfer,Kano,Walk-in,186.22
TXN104154,2024-05-29,P6379,Home Decor,4,42.52,Cash,Kano,Online,170.08
TXN104155,2024-11-08,P6008,Stationery,1,179.35,Cash,Abuja,Online,179.35
TXN104156,2024-09-28,P3496,Toys,4,193.09,Debit Card,Abuja,Walk-in,772.36
TXN104157,2025-03-16,P6971,Groceries,1,98.35,Credit Card,Enugu,Walk-in,98.35
TXN104158,2023-06-22,P6182,Electronics,1,25.28,Mobile Payment,Kano,Online,25.28
TXN104159,2024-07-30,P8017,Groceries,5,158.13,Credit Card,Kano,Online,790.65
TXN104160,2025-02-06,P3762,Home Decor,1,140.94,Debit Card,Port Harcourt,Online,140.94
TXN104161,2023-07-23,P1079,Electronics,1,74.16,Bank Transfer,Ibadan,Walk-in,74.16
TXN104162,2025-04-07,P6131,Books,3,178.04,Mobile Payment,Kano,Walk-in,534.12
TXN104163,2023-06-20,P5033,Home Decor,4,195.29,Mobile Payment,Lagos,Online,781.16
TXN104164,2024-03-15,P4629,Stationery,3,113.78,Mobile Payment,Kano,Online,341.34
TXN104165,2025-03-28,P8145,Books,1,115.32,Cash,Kano,Walk-in,115.32
TXN104166,2025-04-01,P5533,Stationery,5,63.02,Debit Card,Kano,Online,315.1
TXN104167,2024-06-17,P6889,Groceries,3,118.98,Debit Card,Port Harcourt,Online,356.94
TXN104168,2023-06-26,P3200,Electronics,3,90.73,Debit Card,Port Harcourt,Walk-in,272.19
TXN104169,2023-10-08,P6432,Electronics,2,63.93,Debit Card,Enugu,Walk-in,127.86
TXN104170,2023-11-27,P8863,Home Decor,1,18.1,Mobile Payment,Port Harcourt,Online,18.1
TXN104171,2023-08-20,P8583,Electronics,5,54.28,Cash,Kano,Online,271.4
TXN104172,2024-09-23,P8296,Stationery,3,43.58,Debit Card,Abuja,Online,130.74
TXN104173,2025-01-26,P6877,Groceries,3,110.7,Credit Card,Ibadan,Walk-in,332.1
TXN104174,2025-02-26,P6004,Toys,5,122.33,Bank Transfer,Port Harcourt,Online,611.65
TXN104175,2025-05-10,P8978,Toys,1,123.67,Credit Card,Port Harcourt,Walk-in,123.67
TXN104176,2023-06-22,P2783,Toys,2,80.7,Mobile Payment,Lagos,Online,161.4
TXN104177,2023-12-02,P3879,Electronics,3,87.14,Cash,Lagos,Walk-in,261.42
TXN104178,2024-01-31,P2343,Toys,2,167.68,Bank Transfer,Port Harcourt,Online,335.36
TXN104179,2024-03-12,P5597,Stationery,4,97.87,Mobile Payment,Ibadan,Online,391.48
TXN104180,2023-11-13,P3293,Toys,1,197.62,Mobile Payment,Ibadan,Online,197.62
TXN104181,2025-01-27,P9824,Toys,4,90.73,Debit Card,Ibadan,Online,362.92
TXN104182,2023-12-26,P4218,Clothing,4,131.67,Mobile Payment,Kano,Walk-in,526.68
TXN104183,2024-08-03,P5312,Electronics,4,14.82,Credit Card,Kano,Online,59.28
TXN104184,2025-03-05,P2252,Stationery,1,132.4,Mobile Payment,Ibadan,Online,132.4
TXN104185,2024-06-12,P2235,Books,1,171.03,Credit Card,Abuja,Walk-in,171.03
TXN104186,2024-11-11,P1305,Stationery,5,188.78,Cash,Port Harcourt,Online,943.9
TXN104187,2023-07-18,P9309,Electronics,2,199.48,Debit Card,Lagos,Walk-in,398.96
TXN104188,2023-09-23,P1511,Groceries,2,60.02,Credit Card,Port Harcourt,Walk-in,120.04
TXN104189,2024-11-25,P7637,Clothing,5,117.2,Mobile Payment,Lagos,Walk-in,586.0
TXN104190,2023-11-07,P4485,Toys,5,92.89,Debit Card,Abuja,Online,464.45
TXN104191,2024-07-13,P1600,Toys,4,114.94,Bank Transfer,Port Harcourt,Online,459.76
TXN104192,2023-11-01,P5269,Stationery,5,35.7,Bank Transfer,Ibadan,Online,178.5
TXN104193,2024-01-05,P9904,Books,3,171.95,Cash,Ibadan,Walk-in,515.85
TXN104194,2024-07-01,P9842,Books,2,182.37,Cash,Enugu,Online,364.74
TXN104195,2023-10-24,P8734,Books,5,92.68,Bank Transfer,Ibadan,Online,463.4
TXN104196,2024-09-10,P3435,Books,3,59.68,Credit Card,Enugu,Online,179.04
TXN104197,2023-08-07,P6993,Books,3,32.46,Bank Transfer,Ibadan,Online,97.38
TXN104198,2023-08-17,P7430,Stationery,3,138.33,Debit Card,Enugu,Online,414.99
TXN104199,2024-11-21,P4658,Books,3,65.89,Mobile Payment,Enugu,Online,197.67
TXN104200,2025-05-27,P5767,Home Decor,4,182.36,Mobile Payment,Lagos,Online,729.44
TXN104201,2023-10-31,P3193,Groceries,3,135.85,Credit Card,Lagos,Walk-in,407.55
TXN104202,2025-05-16,P8613,Electronics,4,130.91,Bank Transfer,Ibadan,Online,523.64
TXN104203,2025-05-30,P9210,Electronics,4,114.08,Debit Card,Enugu,Walk-in,456.32
TXN104204,2023-10-16,P9362,Home Decor,3,13.93,Cash,Port Harcourt,Online,41.79
TXN104205,2025-03-02,P2483,Electronics,2,186.72,Credit Card,Port Harcourt,Online,373.44
TXN104206,2023-11-07,P7500,Toys,3,127.45,Cash,Enugu,Online,382.35
TXN104207,2023-07-27,P6961,Stationery,3,198.84,Debit Card,Kano,Online,596.52
TXN104208,2024-11-17,P9227,Books,3,109.78,Debit Card,Abuja,Online,329.34
TXN104209,2023-08-15,P1173,Books,2,143.47,Credit Card,Abuja,Online,286.94
TXN104210,2025-04-03,P4913,Toys,1,15.96,Bank Transfer,Port Harcourt,Walk-in,15.96
TXN104211,2023-07-29,P3717,Books,1,128.19,Credit Card,Kano,Walk-in,128.19
TXN104212,2025-02-11,P9423,Clothing,4,154.11,Cash,Enugu,Walk-in,616.44
TXN104213,2024-02-22,P3299,Toys,4,156.81,Mobile Payment,Port Harcourt,Online,627.24
TXN104214,2025-02-12,P8310,Books,2,155.17,Mobile Payment,Port Harcourt,Online,310.34
TXN104215,2024-06-26,P3608,Electronics,5,49.13,Debit Card,Kano,Walk-in,245.65
TXN104216,2023-12-06,P3935,Stationery,1,195.2,Debit Card,Ibadan,Walk-in,195.2
TXN104217,2025-01-14,P3395,Stationery,4,199.06,Bank Transfer,Abuja,Walk-in,796.24
TXN104218,2024-12-15,P8921,Stationery,1,19.74,Credit Card,Lagos,Online,19.74
TXN104219,2023-12-27,P6878,Electronics,2,187.61,Cash,Enugu,Walk-in,375.22
TXN104220,2024-10-13,P1662,Books,2,61.44,Credit Card,Lagos,Walk-in,122.88
TXN104221,2025-06-02,P4585,Home Decor,5,139.41,Mobile Payment,Abuja,Online,697.05
TXN104222,2023-06-20,P8989,Clothing,5,70.93,Credit Card,Port Harcourt,Online,354.65
TXN104223,2023-10-12,P4796,Clothing,2,193.71,Mobile Payment,Lagos,Online,387.42
TXN104224,2024-07-15,P2029,Books,4,24.79,Debit Card,Lagos,Online,99.16
TXN104225,2025-03-06,P5331,Groceries,1,102.06,Credit Card,Port Harcourt,Walk-in,102.06
TXN104226,2025-01-03,P7052,Groceries,3,88.47,Bank Transfer,Lagos,Online,265.41
TXN104227,2025-05-20,P4834,Stationery,5,68.57,Debit Card,Port Harcourt,Walk-in,342.85
TXN104228,2024-10-05,P1701,Electronics,3,130.88,Mobile Payment,Lagos,Online,392.64
TXN104229,2024-04-08,P4387,Home Decor,4,30.56,Mobile Payment,Kano,Online,122.24
TXN104230,2025-05-12,P9485,Clothing,5,144.75,Bank Transfer,Ibadan,Walk-in,723.75
TXN104231,2025-04-01,P6918,Books,3,196.22,Debit Card,Port Harcourt,Walk-in,588.66
TXN104232,2025-02-26,P7358,Books,4,161.89,Debit Card,Enugu,Online,647.56
TXN104233,2023-08-13,P8695,Toys,1,172.7,Mobile Payment,Abuja,Walk-in,172.7
TXN104234,2025-01-22,P8448,Groceries,4,75.13,Cash,Lagos,Online,300.52
TXN104235,2025-02-05,P1760,Books,5,68.35,Mobile Payment,Kano,Walk-in,341.75
TXN104236,2023-09-09,P1653,Home Decor,2,105.82,Bank Transfer,Kano,Online,211.64
TXN104237,2024-03-12,P6309,Books,1,13.92,Bank Transfer,Lagos,Walk-in,13.92
TXN104238,2023-08-02,P2691,Clothing,3,189.34,Cash,Enugu,Walk-in,568.02
TXN104239,2025-06-17,P9542,Home Decor,5,33.04,Mobile Payment,Ibadan,Walk-in,165.2
TXN104240,2024-08-25,P5480,Electronics,2,181.09,Debit Card,Lagos,Online,362.18
TXN104241,2023-09-15,P5314,Books,4,21.3,Cash,Kano,Walk-in,85.2
TXN104242,2023-06-30,P9918,Groceries,2,165.41,Bank Transfer,Ibadan,Walk-in,330.82
TXN104243,2024-11-17,P3848,Electronics,5,34.63,Bank Transfer,Lagos,Walk-in,173.15
TXN104244,2023-10-31,P7171,Stationery,5,12.44,Cash,Lagos,Walk-in,62.2
TXN104245,2025-01-07,P7201,Electronics,2,145.3,Bank Transfer,Port Harcourt,Online,290.6
TXN104246,2024-04-06,P6985,Clothing,4,59.65,Bank Transfer,Ibadan,Online,238.6
TXN104247,2024-02-19,P2275,Books,2,144.33,Cash,Port Harcourt,Walk-in,288.66
TXN104248,2023-11-04,P9465,Electronics,5,113.24,Mobile Payment,Ibadan,Walk-in,566.2
TXN104249,2024-12-31,P5121,Home Decor,5,26.22,Mobile Payment,Kano,Online,131.1
TXN104250,2023-07-15,P7165,Home Decor,3,186.77,Debit Card,Kano,Walk-in,560.31
TXN104251,2024-12-14,P4651,Clothing,3,93.2,Debit Card,Lagos,Walk-in,279.6
TXN104252,2024-05-29,P9460,Home Decor,1,148.22,Cash,Abuja,Online,148.22
TXN104253,2024-01-17,P7649,Toys,5,102.7,Credit Card,Ibadan,Online,513.5
TXN104254,2024-01-21,P6781,Electronics,3,122.85,Bank Transfer,Port Harcourt,Online,368.55
TXN104255,2025-05-01,P6653,Stationery,2,64.04,Debit Card,Lagos,Walk-in,128.08
TXN104256,2023-11-26,P8976,Stationery,4,44.07,Debit Card,Ibadan,Online,176.28
TXN104257,2025-06-01,P8898,Groceries,2,110.8,Cash,Port Harcourt,Online,221.6
TXN104258,2025-02-24,P1108,Stationery,4,90.84,Debit Card,Kano,Online,363.36
TXN104259,2025-04-16,P9222,Groceries,3,81.07,Bank Transfer,Ibadan,Walk-in,243.21
TXN104260,2024-04-25,P3276,Home Decor,1,136.15,Credit Card,Ibadan,Online,136.15
TXN104261,2024-06-09,P8207,Books,2,139.65,Debit Card,Port Harcourt,Walk-in,279.3
TXN104262,2025-02-11,P3713,Electronics,2,13.95,Credit Card,Lagos,Walk-in,27.9
TXN104263,2024-12-24,P4768,Clothing,2,71.06,Cash,Lagos,Walk-in,142.12
TXN104264,2025-06-12,P2263,Books,4,85.29,Mobile Payment,Lagos,Walk-in,341.16
TXN104265,2023-09-30,P9430,Home Decor,3,23.89,Debit Card,Port Harcourt,Online,71.67
TXN104266,2024-11-25,P5600,Electronics,2,51.0,Bank Transfer,Port Harcourt,Online,102.0
TXN104267,2024-01-19,P4465,Stationery,2,15.07,Bank Transfer,Enugu,Walk-in,30.14
TXN104268,2024-02-24,P3461,Toys,1,199.27,Credit Card,Port Harcourt,Online,199.27
TXN104269,2023-06-23,P4062,Toys,1,148.63,Bank Transfer,Lagos,Walk-in,148.63
TXN104270,2023-11-25,P3578,Electronics,3,22.05,Credit Card,Ibadan,Walk-in,66.15
TXN104271,2025-04-25,P6934,Groceries,3,8.95,Bank Transfer,Enugu,Online,26.85
TXN104272,2023-07-26,P2938,Books,5,145.26,Debit Card,Enugu,Online,726.3
TXN104273,2024-12-17,P4773,Home Decor,1,90.64,Bank Transfer,Abuja,Online,90.64
TXN104274,2024-04-04,P7793,Toys,5,158.43,Mobile Payment,Abuja,Walk-in,792.15
TXN104275,2024-11-05,P6410,Stationery,4,185.08,Debit Card,Ibadan,Walk-in,740.32
TXN104276,2023-07-13,P2856,Books,5,121.86,Mobile Payment,Kano,Walk-in,609.3
TXN104277,2024-11-03,P8889,Clothing,2,41.49,Mobile Payment,Lagos,Online,82.98
TXN104278,2024-07-11,P8844,Stationery,5,157.53,Mobile Payment,Kano,Online,787.65
TXN104279,2025-02-01,P8848,Groceries,3,191.38,Debit Card,Enugu,Online,574.14
TXN104280,2024-07-17,P4452,Books,4,118.15,Mobile Payment,Enugu,Walk-in,472.6
TXN104281,2024-08-09,P3641,Toys,2,137.99,Debit Card,Ibadan,Online,275.98
TXN104282,2023-12-12,P7732,Home Decor,5,70.81,Bank Transfer,Lagos,Online,354.05
TXN104283,2023-08-28,P1367,Books,4,79.4,Cash,Ibadan,Online,317.6
TXN104284,2024-03-21,P4992,Books,4,148.26,Mobile Payment,Kano,Online,593.04
TXN104285,2024-06-04,P1706,Groceries,2,185.92,Cash,Port Harcourt,Walk-in,371.84
TXN104286,2024-02-28,P3095,Home Decor,5,127.65,Debit Card,Enugu,Online,638.25
TXN104287,2023-07-14,P3639,Toys,4,159.02,Debit Card,Port Harcourt,Walk-in,636.08
TXN104288,2023-08-19,P3207,Stationery,4,38.47,Debit Card,Enugu,Online,153.88
TXN104289,2024-05-07,P9399,Home Decor,1,46.33,Bank Transfer,Abuja,Walk-in,46.33
TXN104290,2024-06-01,P1642,Books,4,108.75,Debit Card,Port Harcourt,Online,435.0
TXN104291,2024-10-02,P3406,Toys,1,39.43,Credit Card,Kano,Walk-in,39.43
TXN104292,2024-12-12,P1916,Stationery,5,128.82,Debit Card,Ibadan,Online,644.1
TXN104293,2023-09-20,P3725,Home Decor,5,61.87,Credit Card,Port Harcourt,Online,309.35
TXN104294,2024-03-10,P5231,Toys,5,159.35,Mobile Payment,Ibadan,Online,796.75
TXN104295,2025-01-20,P3949,Toys,3,162.58,Bank Transfer,Ibadan,Online,487.74
TXN104296,2024-02-26,P9464,Electronics,5,95.44,Mobile Payment,Ibadan,Online,477.2
TXN104297,2024-02-29,P7642,Clothing,4,40.26,Mobile Payment,Enugu,Online,161.04
TXN104298,2024-03-27,P1305,Electronics,2,131.12,Cash,Lagos,Walk-in,262.24
TXN104299,2025-01-11,P5644,Books,1,198.59,Debit Card,Ibadan,Online,198.59
TXN104300,2024-01-15,P2404,Clothing,3,126.41,Mobile Payment,Abuja,Walk-in,379.23
TXN104301,2023-10-24,P4548,Groceries,5,11.98,Bank Transfer,Ibadan,Walk-in,59.9
TXN104302,2025-06-03,P8359,Toys,5,8.37,Credit Card,Kano,Online,41.85
TXN104303,2024-05-06,P8723,Electronics,2,67.47,Credit Card,Abuja,Online,134.94
TXN104304,2023-09-14,P8891,Clothing,2,43.18,Cash,Enugu,Walk-in,86.36
TXN104305,2025-03-25,P3794,Stationery,3,163.54,Bank Transfer,Abuja,Online,490.62
TXN104306,2023-07-08,P4594,Electronics,1,169.74,Debit Card,Kano,Walk-in,169.74
TXN104307,2024-03-08,P7730,Stationery,5,55.43,Bank Transfer,Port Harcourt,Walk-in,277.15
TXN104308,2024-07-18,P3338,Books,3,68.5,Cash,Kano,Walk-in,205.5
TXN104309,2023-11-27,P3979,Home Decor,4,51.07,Mobile Payment,Abuja,Online,204.28
TXN104310,2024-11-09,P9369,Electronics,4,182.13,Mobile Payment,Abuja,Online,728.52
TXN104311,2025-01-25,P5333,Clothing,3,103.02,Credit Card,Port Harcourt,Online,309.06
TXN104312,2025-05-02,P3747,Home Decor,5,132.95,Debit Card,Port Harcourt,Online,664.75
TXN104313,2023-08-03,P6614,Electronics,3,86.02,Cash,Port Harcourt,Walk-in,258.06
TXN104314,2023-12-24,P8429,Home Decor,5,128.05,Debit Card,Enugu,Walk-in,640.25
TXN104315,2024-01-14,P2127,Books,2,80.24,Credit Card,Ibadan,Online,160.48
TXN104316,2023-12-19,P4765,Toys,3,71.24,Debit Card,Lagos,Walk-in,213.72
TXN104317,2024-01-18,P7196,Groceries,5,128.72,Bank Transfer,Kano,Online,643.6
TXN104318,2024-01-10,P7315,Groceries,3,120.26,Mobile Payment,Lagos,Walk-in,360.78
TXN104319,2024-02-03,P3166,Home Decor,3,62.24,Mobile Payment,Enugu,Online,186.72
TXN104320,2023-11-15,P2778,Clothing,5,34.12,Cash,Ibadan,Walk-in,170.6
TXN104321,2024-10-02,P1271,Toys,5,76.87,Cash,Abuja,Online,384.35
TXN104322,2024-03-23,P4315,Stationery,1,85.96,Cash,Abuja,Online,85.96
TXN104323,2025-04-02,P9564,Toys,3,127.59,Cash,Port Harcourt,Walk-in,382.77
TXN104324,2025-02-20,P9263,Books,4,183.33,Cash,Lagos,Walk-in,733.32
TXN104325,2024-02-17,P7877,Books,3,12.06,Debit Card,Port Harcourt,Online,36.18
TXN104326,2023-08-22,P3450,Groceries,3,52.51,Debit Card,Ibadan,Walk-in,157.53
TXN104327,2024-11-01,P2577,Clothing,5,42.77,Mobile Payment,Ibadan,Online,213.85
TXN104328,2024-11-28,P3906,Toys,3,102.95,Mobile Payment,Abuja,Walk-in,308.85
TXN104329,2024-02-11,P8796,Home Decor,3,88.79,Credit Card,Port Harcourt,Online,266.37
TXN104330,2025-02-17,P1639,Clothing,4,147.16,Debit Card,Port Harcourt,Online,588.64
TXN104331,2024-03-31,P9706,Electronics,5,52.27,Bank Transfer,Ibadan,Walk-in,261.35
TXN104332,2024-08-29,P9246,Stationery,3,120.93,Debit Card,Ibadan,Online,362.79
TXN104333,2024-04-07,P2925,Home Decor,2,177.35,Credit Card,Enugu,Online,354.7
TXN104334,2024-09-13,P2526,Books,1,182.58,Cash,Ibadan,Online,182.58
TXN104335,2024-05-08,P8901,Stationery,4,191.96,Debit Card,Ibadan,Walk-in,767.84
TXN104336,2023-06-30,P3135,Stationery,3,155.79,Bank Transfer,Kano,Walk-in,467.37
